Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lebanon,LBN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.092244342,0.093492166,0.090680146,0.093081087,0.098452762,0.096414098,0.099322583,0.102226872,0.1022016,0.102287942,0.101952128,0.099262275,0.096698433,0.093425818,0.090847467,0.088969034,0.087633863,0.086246661,0.084912218,0.081114654,0.080946722,0.079811277,0.079326578,0.078845938,0.076923309,0.075163302,0.070465903,0.069281948,0.067487322,0.065286447,0.061950234,0.058515025,0.055450661,0.052888925,0.051014928,0.050683212,0.050568209,0.050629292,0.034420542,0.0335695,0.03006766,0.031084081,0.030990949,0.029829012,0.030156886,0.028572869,0.028149828,0.025814603,0.025555648,0.023016056,0.024029118,0.023836955,0.022323633,0.021082739,0.020206099,0.019659588,0.019356618,0.019243643,,
Liberia,LBR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.330910161,0.322290042,0.315490235,0.306263625,0.299573369,0.29054747,0.283953119,0.275866205,0.269301134,0.261292326,0.254743377,0.248208457,0.241685619,0.23517498,0.228685111,0.222379792,0.219247055,0.213105837,0.206771516,0.200216839,0.193346786,0.188491749,0.184714218,0.179952616,0.177093761,0.180686553,0.181116345,0.187432202,0.189894841,0.16860019,0.17155677,0.174859064,0.177062692,0.176190076,0.171177855,0.162001037,0.159057007,0.150945075,0.148164172,0.140427398,0.135412915,0.13224334,0.129994426,0.127565095,0.124296405,0.120148588,0.115543121,0.119184126,0.125195485,0.123350286,0.12445718,0.120899629,0.117693111,0.114691841,0.111801073,0.109008744,0.106332663,0.103756483,,
Libya,LBY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.134788889,1.102646028,1.063983355,1.028287191,0.989438109,0.953601203,0.915444344,0.880592207,0.844007789,0.808520352,0.776431664,0.74329094,0.713770295,0.683906902,0.657811167,0.631648188,0.608939228,0.587425338,0.565113326,0.544500914,0.525124269,0.507119352,0.491052878,0.47508322,0.461306408,0.449356519,0.437986363,0.426494704,0.416961678,0.406837301,0.398305989,0.390247385,0.381692714,0.375911121,0.377869688,0.402686723,0.396247915,0.349255134,0.344015765,0.338752566,0.333440561,0.32814467,0.322922421,0.306471111,0.301796205,0.297271523,0.29289752,0.288838934,0.285295681,0.27687838,0.274672594,0.273634765,0.272136828,0.270353577,0.267983108,0.264934937,0.261369457,0.257540355,,
St. Lucia,LCA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.055115854,0.054411701,0.053640011,0.052833458,0.052008571,0.051166075,0.050316997,0.04949123,0.048733418,0.048069528,0.047508647,0.047035361,0.046593546,0.048897951,0.04560629,0.045015035,0.044371478,0.043707058,0.040465613,0.038191262,0.036002847,0.033061403,0.030186586,0.028158589,0.026139442,0.02569133,0.022923862,0.022494826,0.022093426,0.0210116,0.019999857,0.019046544,0.018828189,0.017231872,0.013617392,0.012765643,0.012589451,0.013069931,0.012904225,0.012760229,0.012643504,0.012547681,0.01245873,0.012359335,0.013463233,0.013907533,0.014316051,0.014704931,0.017419276,0.017232268,0.017090317,0.01698235,0.016900932,0.016824914,0.01674752,0.016664074,0.016578707,0.016493485,,
Latin America & Caribbean,LCN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.391497863,0.385741018,0.380629434,0.375644376,0.369420297,0.365541122,0.361199807,0.360258288,0.360385236,0.350975312,0.346531527,0.344009676,0.341021756,0.336924871,0.334032137,0.336468647,0.338188488,0.339036739,0.338867525,0.339590759,0.334866742,0.333334041,0.330199576,0.326000349,0.324423152,0.3151512,0.307564849,0.298984891,0.29239147,0.286260982,0.28015699,0.273010312,0.266331313,0.260361063,0.25598646,0.253430121,0.252156666,0.250880148,0.249033213,0.247093124,0.244943493,0.241817165,0.243377399,0.24354539,0.245607843,0.246851417,0.249012282,0.244293023,0.240431736,0.24317671,0.242522318,0.240600859,0.23924538,0.23463972,0.235321239,0.23625839,0.243871027,0.241760229,,
Least developed countries: UN classification,LDC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.440570148,0.433300592,0.430028253,0.42275065,0.415983429,0.407160337,0.398513419,0.393132182,0.385349557,0.377007407,0.367717324,0.362463705,0.352647696,0.343015915,0.336693166,0.330782086,0.322562529,0.318667072,0.310866181,0.303946272,0.29579263,0.289201249,0.283345684,0.276203919,0.272800111,0.267029506,0.260601339,0.256531396,0.25103975,0.2472917,0.242509568,0.235925066,0.230874216,0.224129759,0.220616017,0.218626418,0.214234904,0.209374178,0.20611195,0.201105588,0.198187531,0.195525591,0.196581675,0.194509834,0.193037937,0.18959772,0.188330052,0.189456967,0.188807441,0.187448521,0.20180044,0.205573823,0.203107744,0.199220872,0.195098571,0.191405658,0.186841367,0.18271399,,
Low income,LIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.555361883,0.54959492,0.541490189,0.53496104,0.52629873,0.511859595,0.500353339,0.492832247,0.485248909,0.467702264,0.459292049,0.451130845,0.439029291,0.42509292,0.414033977,0.407024489,0.397401019,0.390255287,0.382919552,0.374813817,0.364850945,0.357620614,0.350158006,0.341444872,0.33351067,0.325666518,0.315509028,0.307930237,0.299648696,0.297492301,0.292948465,0.287017615,0.279983823,0.270645775,0.267539086,0.26420273,0.259288728,0.253804752,0.24705772,0.240021836,0.237799162,0.235276591,0.237827183,0.233330978,0.23167736,0.226746017,0.224182159,0.222044608,0.218569229,0.217212686,0.238540831,0.243556917,0.241052358,0.235911424,0.230279973,0.225305313,0.219148757,0.213811181,,
Liechtenstein,LIE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.236770451,0.231213873,0.22568269,0.220143093,0.214569252,0.208768267,0.203169443,0.197657756,0.192622556,0.188075983,0.184085784,0.18049727,0.177304965,0.174026539,0.17067759,0.167133247,0.163592491,0.160205062,0.157090681,0.154553533,0.152502955,0.150755663,0.149309444,0.147994672,0.146595324,0.145180023,0.14370397,0.142171672,0.140602482,0.138937131,0.137145992,0.135354629,0.133391136,0.131514056,0.129516902,0.127575429,0.125667609,0.123816009,0.122081489,0.120540019,0.11626867,0.115095175,0.114128526,0.113227267,0.11233366,0.108649035,0.107902433,0.107135809,0.097976094,0.091676853,0.082646905,0.081933634,0.070384407,0.062333754,0.05765381,0.0573629,0.0571353,0.05696503,,
Sri Lanka,LKA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.058843082,0.055737052,0.074734494,0.072811214,0.071371838,0.069591715,0.067938221,0.066847568,0.065820992,0.064874029,0.064010889,0.063219905,0.062480979,0.061768943,0.061795077,0.064226562,0.066556929,0.068805646,0.060856593,0.059856982,0.058928206,0.055286007,0.055263583,0.054675985,0.054153359,0.054056159,0.053773274,0.05320477,0.052669262,0.051945746,0.051494856,0.051023782,0.049093919,0.048799429,0.048566794,0.048292372,0.048075629,0.047886851,0.048490907,0.048728256,0.048435555,0.049101701,0.049417302,0.046422494,0.056280413,0.053310379,0.050398034,0.060048087,0.054662438,0.059224929,0.063730189,0.06119951,0.063152781,0.062566176,0.061993324,0.06178371,0.061565007,0.063294878,,
Lower middle income,LMC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.347091125,0.340749803,0.337277757,0.331433995,0.327687497,0.318750067,0.314679268,0.307556573,0.303716977,0.295930725,0.287475691,0.278051796,0.277270931,0.267270298,0.261069706,0.255146347,0.245102888,0.239460352,0.23332244,0.22770247,0.219964144,0.217085542,0.210262154,0.209057281,0.207168127,0.204802669,0.2017419,0.197069583,0.19356331,0.188302759,0.18480992,0.193054065,0.189679211,0.186101827,0.183496774,0.180113409,0.177498234,0.174696333,0.172689589,0.16910477,0.165566486,0.163235802,0.162105531,0.16009314,0.157100054,0.154319197,0.152246201,0.150195508,0.147426863,0.14508399,0.143931137,0.142592646,0.140325408,0.138045134,0.136408139,0.1351369,0.133805367,0.131835943,,
Low & middle income,LMY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.315608174,0.311513734,0.307374525,0.302070551,0.29741994,0.28988899,0.284873734,0.279282505,0.275581047,0.267794326,0.261060444,0.254874618,0.252163693,0.245453124,0.240190324,0.236615713,0.231221265,0.227809029,0.22425612,0.220604385,0.215697186,0.214329354,0.21123822,0.211255562,0.210898369,0.207687526,0.204096961,0.199753858,0.196258049,0.192651918,0.189797752,0.224198211,0.219751181,0.215404791,0.212146625,0.208574499,0.206008215,0.202855594,0.200322161,0.196686157,0.193823406,0.191540174,0.190487302,0.188619797,0.186844839,0.184765743,0.183068148,0.180806026,0.178303686,0.176985486,0.177807742,0.177060285,0.175197991,0.172840907,0.171177716,0.169737646,0.168876261,0.166762789,,
Lesotho,LSO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.419748339,0.406152345,0.398392436,0.392804703,0.384904376,0.382247573,0.374111874,0.371054496,0.362855163,0.357653096,0.342004087,0.329588098,0.321883061,0.313983128,0.320470023,0.297440254,0.234427082,0.228420398,0.234134508,0.2178685,0.216285578,0.203481512,0.194806044,0.199371008,0.1991964,0.183775622,0.204210111,0.207848838,0.180611126,0.186059397,0.183066729,0.186277832,0.181096092,0.174606987,0.168545421,0.166469006,0.165137745,0.162701424,0.160912438,0.162337263,0.162103375,0.147795483,0.148635894,0.154540012,0.161814324,0.152266433,0.163569252,0.180159325,0.168330289,0.161357002,0.153708492,0.139603809,0.122305435,0.133255165,0.106361744,0.169635202,0.197941031,0.203621165,,
Late-demographic dividend,LTE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.209272234,0.207009329,0.202642085,0.198569659,0.194154219,0.189324246,0.184635756,0.180297197,0.175689209,0.171404749,0.168451314,0.16488887,0.162489301,0.161041497,0.158150165,0.157992259,0.15819146,0.15787399,0.157287153,0.156773325,0.155762093,0.157430614,0.159491403,0.162363344,0.164895683,0.16175736,0.15821518,0.155102258,0.15227911,0.150054924,0.14770608,0.222996799,0.217817676,0.213578742,0.209098923,0.205559446,0.204073109,0.201657978,0.199401636,0.196937549,0.195016682,0.192881218,0.191481586,0.189608189,0.188335085,0.188013718,0.186390861,0.186057941,0.185575479,0.18408882,0.183395924,0.1825043,0.181782542,0.180598432,0.180084815,0.179084516,0.180148917,0.17928434,,
Lithuania,LTU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779705706,0.767932987,0.708202904,0.789727045,0.795754569,0.805004116,0.814237951,0.837911628,0.82239474,0.469918042,0.476029075,0.446531446,0.478639059,0.573810063,0.574572565,0.568069634,0.582040509,0.649305894,0.686860286,0.721802177,0.756583582,0.774422192,0.801468575,0.74766516,0.747080692,0.743776612,0.754941116,,
Luxembourg,LUX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142104057,0.1404224,0.138958929,0.137280517,0.135343106,0.12898843,0.126947319,0.127085187,0.12688018,0.124090216,0.122200677,0.119842499,0.117827425,0.114933009,0.112543343,0.110252035,0.106286103,0.104031955,0.102169586,,
Latvia,LVA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645670147,0.658138564,0.678371686,0.403210229,0.431381454,0.44351257,0.439415623,0.412887443,0.409706236,0.40989744,0.421180578,0.418277457,0.445844281,0.487761519,0.543194806,0.539920239,0.537357359,0.545369056,0.559222523,0.562215342,0.579063559,0.600204606,0.606385252,0.621887843,0.657298127,0.664178828,0.671968385,,
"Macao SAR, China",MAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.518465434,0.503249741,0.493381089,0.483487251,0.477858195,0.472753276,0.461413864,0.457299138,0.447088769,0.442119243,0.488230513,0.427085523,0.422030645,0.41348064,0.409807256,0.401948784,0.400105542,0.401788626,0.384486463,0.376688231,0.375493617,0.370138748,0.363943614,0.356048167,0.350147168,0.346252583,0.34827103,0.341956974,0.347229864,0.350983118,0.345085493,0.347472192,0.344061549,0.343207857,0.330477726,0.332171172,0.323550285,0.321339607,0.309887324,0.304476623,0.291420239,0.28525096,0.304033686,0.272619843,0.266683627,0.261778329,0.258794937,0.255320711,0.251795487,0.238976231,0.238052386,0.242074024,0.241074597,0.22230406,0.216287352,0.214360908,0.210155588,0.20754341,,
Monaco,MCO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583111923,0.586590356,0.593399335,0.600547301,0.606502645,0.60874992,0.612744472,0.618485972,0.624875375,0.633815659,0.633223662,0.635698338,0.635546313,0.634670897,0.6319236,0.634085617,0.634945209,0.634350738,0.633586663,0.63325376,0.634385957,0.635255564,0.604840827,0.611388837,0.620233605,0.630816817,0.620962745,,
Madagascar,MDG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.368522546,0.362447658,0.356340927,0.350212012,0.344067607,0.337918208,0.331767577,0.325609178,0.320216435,0.313245812,0.306310303,0.300865788,0.294009185,0.28914588,0.303863192,0.294463772,0.305445367,0.303758809,0.297532007,0.291399727,0.285353167,0.278315126,0.273560878,0.267869859,0.263328051,0.25791826,0.251696297,0.2465214,0.240490146,0.234510111,0.230264086,0.225991677,0.228788379,0.221940859,0.215206922,0.208592621,0.202120734,0.195829626,0.189759231,0.183930721,0.181416405,0.175960545,0.170726099,0.165702484,0.163606123,0.158896075,0.154372445,0.150026435,0.145849736,0.141832974,0.137969285,0.134248364,0.130654857,0.127173086,0.123792609,0.120509175,0.117322646,0.114232132,,
Maldives,MDV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.021661901,0.021074371,0.020504408,0.019964663,0.019472301,0.019024246,0.01860794,0.018199521,0.017764829,0.017287878,0.025146057,0.024321629,0.023492561,0.022709724,0.021991233,0.021342743,0.020743302,0.020164814,0.019572536,0.018954831,0.018312671,0.017662747,0.017020794,0.01640707,0.015827794,0.01528569,0.014776578,0.014300219,0.013856685,0.01344333,0.013058069,0.012697284,0.012366239,0.012068452,0.011804331,0.011575057,0.0113707,0.011175474,0.010968039,0.010737448,0.01047819,0.010197665,0.009911425,0.00963809,0.009386616,0.009160613,0.008950628,0.011646596,0.011318907,0.010663604,0.01024986,0.009817965,0.009384204,0.008965146,0.008573049,0.008201807,0.007856599,0.007562478,,
Middle East & North Africa,MEA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.456174042,0.443170019,0.432553176,0.423326472,0.414820832,0.401958912,0.39239697,0.380440957,0.371102012,0.362510954,0.363584949,0.355357311,0.350423782,0.339842433,0.326893333,0.317105486,0.30458947,0.29231976,0.288405304,0.266724684,0.262581845,0.257583043,0.249201293,0.244346794,0.238765143,0.233599814,0.229429422,0.223678959,0.21706701,0.211188062,0.213890804,0.214141006,0.212798635,0.205846812,0.200051055,0.195319928,0.188386981,0.185981097,0.180308272,0.169652574,0.168937982,0.167018329,0.165230351,0.160345277,0.157729942,0.153770734,0.151195603,0.141605384,0.137446189,0.134591078,0.131801133,0.12958689,0.126730403,0.124000815,0.121956252,0.119407772,0.118864229,0.116952777,,
Mexico,MEX,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.500615292,0.481150566,0.464517552,0.44843388,0.432872344,0.417840644,0.403141582,0.389205717,0.375811303,0.343499231,0.333274512,0.323350121,0.314588852,0.305140121,0.297141588,0.289604279,0.282838015,0.275758358,0.26594012,0.26062048,0.253560045,0.250426936,0.252072273,0.245330929,0.245198016,0.236394479,0.242853287,0.243821152,0.250774169,0.25861555,0.262218603,0.257582141,0.254227229,0.25010982,0.246118157,0.243883206,0.240828213,0.237683493,0.235093005,0.231597936,0.2308218,0.227998759,0.229450582,0.222111799,0.219762806,0.217208687,0.215433651,0.207056298,0.1973967,0.188679475,0.183317466,0.171444423,0.165829094,0.158838255,0.169139142,0.179732366,0.191581281,0.18943539,,
Marshall Islands,MHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020659876,0.020307867,0.020069037,0.019914765,0.019820034,0.019792966,0.019820427,0.019858607,0.019834186,0.019702881,0.01945109,0.019095631,0.018703825,0.036713415,0.036194509,0.03586479,0.035684973,0.035608731,0.035552395,0.035485531,0.0353832,0.035265905,0.035129011,0.03497543,0.034816517,0.034648234,0.034451277,0.03423954,,
Middle income,MIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.299565514,0.295533953,0.291697344,0.286495399,0.282123238,0.275072151,0.270488614,0.265020294,0.261576472,0.254442495,0.247822633,0.241759289,0.2396608,0.233411237,0.228504209,0.225119501,0.219963228,0.216758991,0.213424073,0.21004134,0.205453246,0.204471148,0.201662296,0.202254516,0.202388481,0.199462545,0.196290483,0.192127361,0.188912732,0.18513862,0.182324328,0.219912983,0.21555062,0.211497824,0.208175132,0.204533891,0.20208929,0.199060634,0.196794436,0.193368107,0.190404576,0.188085226,0.186685924,0.184969395,0.183123164,0.181227783,0.17954557,0.177212531,0.174738247,0.173368124,0.171859365,0.170455418,0.168566268,0.166400756,0.165056205,0.163897834,0.163509599,0.161661838,,
North Macedonia,MKD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30472796,0.306951932,0.307309888,0.30555767,0.30611614,0.300061813,0.291741963,0.290457436,0.272750996,0.278043747,0.243541751,0.229372765,0.224107992,0.217446172,0.212783283,0.208675477,0.205097545,0.202993673,0.199928818,0.199760288,0.199587808,0.198934041,0.198288558,0.199102117,0.199928295,0.200288569,0.20067625,,
Mali,MLI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.307763475,0.305312758,0.302851101,0.300340677,0.297746519,0.294897109,0.292314034,0.288539581,0.284572826,0.288785993,0.2842242,0.279464833,0.274607984,0.277623107,0.28045679,0.305757967,0.30019664,0.294974887,0.288942183,0.283492926,0.278241398,0.272444161,0.266793441,0.261603302,0.25957981,0.256008434,0.252536027,0.251238294,0.247441249,0.242961024,0.238896799,0.244397556,0.336738389,0.33851486,0.346246372,0.461495846,0.449260642,0.437234884,0.4246948,0.408168933,0.399233365,0.421799638,0.495881894,0.404395542,0.438573524,0.429965725,0.425449155,0.408188483,0.428997793,0.416031202,0.44222881,0.429362836,0.389729903,0.378582695,0.367629097,0.356851663,0.346307878,0.336045829,,
Malta,MLT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.052267487,0.049397962,0.046504418,0.043579767,0.040777917,0.041243655,0.04172685,0.0422215,0.042720999,0.042953907,0.042946812,0.042982311,0.043017869,0.043046928,0.039444879,0.039244671,0.042349415,0.041910878,0.041488214,0.03789733,0.037619678,0.036821337,0.036305987,0.036298409,0.035666306,0.03507531,0.034834608,0.034549773,0.034215133,0.033882034,0.032981077,0.03264258,0.032318183,0.032017332,0.026495751,0.02632237,0.023511525,0.020763742,0.020641006,0.020508246,0.022899132,0.022729052,0.023332714,0.0224289,0.020305373,0.019738076,0.019669358,0.019541794,0.019395021,0.021905488,0.021812871,0.021427143,0.021057969,0.020641663,0.020154903,0.019918481,0.019380383,0.018715309,,
Myanmar,MMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.445712529,0.436608807,0.427618684,0.41867316,0.409326612,0.400419966,0.391183742,0.382083747,0.373556663,0.36561579,0.357171658,0.348966312,0.32440473,0.317329072,0.310508351,0.303950135,0.298188252,0.291858183,0.285740765,0.279713406,0.274613229,0.269209339,0.263429015,0.257535069,0.252599679,0.24796837,0.242968099,0.238289744,0.23416801,0.231449292,0.228072481,0.22484955,0.223338815,0.219761369,0.217304163,0.214680024,0.212293794,0.209509853,0.209826211,0.212094693,0.211539965,0.206741149,0.204594468,0.204099749,0.205495693,0.209650711,0.213153663,0.214181387,0.214804406,0.213652635,0.211529134,0.209107677,0.207743262,0.206882769,0.207533213,0.206390026,0.207213893,0.206305102,,
Middle East & North Africa (excluding high income),MNA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.477217893,0.463961772,0.452995763,0.44363923,0.435099747,0.421523592,0.411765274,0.399141293,0.389475282,0.380633483,0.382411531,0.374014234,0.369315286,0.358335535,0.344777686,0.334724759,0.32157657,0.308762041,0.305190231,0.28191705,0.278021232,0.273195599,0.263682065,0.258290388,0.251893402,0.246103311,0.241228366,0.234795883,0.227322342,0.220350106,0.22323173,0.221974821,0.220964265,0.21370527,0.208993046,0.204117233,0.196745187,0.194490383,0.18867504,0.177034046,0.176598683,0.1748781,0.173466281,0.168961055,0.166683448,0.163227219,0.161179637,0.151364977,0.147809444,0.145286717,0.14270967,0.140792381,0.138030869,0.134149293,0.131917093,0.129279824,0.128862509,0.126860602,,
Montenegro,MNE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282915329,0.282524863,0.280403067,0.279802165,0.277675533,0.278996708,0.277150697,0.012556201,0.014039658,0.013983564,0.014462408,0.014782132,0.014785601,,
Mongolia,MNG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.635320781,0.715891101,0.699356381,0.79105236,0.783112234,0.776341668,0.698099023,0.643689359,0.600541131,0.581786789,0.588439852,0.571987502,0.564658396,0.556860613,0.558917471,0.624643296,0.704132039,0.719491742,0.704614618,0.699564755,0.699173625,0.7037076,0.71960834,0.712953793,0.703994872,0.660826499,0.656059874,0.653200996,0.64175469,0.627249456,0.61679467,0.607088494,0.597385291,0.579265285,0.574843441,0.570239375,0.525314418,0.571388061,0.500793695,0.4896937,0.4862386,0.482551803,0.477741826,0.470638849,0.46445002,0.459307174,0.452999997,0.454804687,0.454805494,0.454439167,0.466293694,0.466989144,0.44652217,0.446479742,0.442934693,0.432982655,0.424791283,0.418709904,,
Northern Mariana Islands,MNP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021430715,0.021517871,0.021851714,0.022045369,0.021799791,0.021044657,0.019979222,0.018868281,0.017974943,0.017405531,0.01714707,0.01711977,0.017255064,0.0174703,0.017684404,0.017893569,0.018111021,0.018307977,0.018452227,0.018528469,0.018514061,0.018414172,0.018252838,0.018082856,0.017927894,0.017797711,0.017682528,0.017578091,,
Mozambique,MOZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.33287402,0.326348629,0.319683728,0.313092338,0.307243852,0.300756669,0.296993311,0.301818631,0.306259398,0.308664313,0.301646709,0.296414392,0.294766956,0.287676455,0.282335368,0.274800138,0.267261807,0.259935373,0.253055067,0.246771464,0.245108635,0.246107058,0.241161957,0.245328471,0.246780397,0.249832807,0.258087666,0.26258028,0.265501583,0.265644293,0.262604471,0.254961629,0.244938574,0.238827138,0.23573821,0.234955855,0.237845848,0.237897755,0.229062844,0.220190634,0.21951627,0.237154399,0.232785548,0.231033308,0.243974715,0.232446627,0.239926335,0.242406874,0.240230083,0.240103007,0.233591731,0.227248293,0.22104201,0.214941746,0.208934243,0.203018836,0.197214514,0.191551338,,
Mauritania,MRT,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.304938635,0.296110637,0.287485653,0.278011777,0.26878803,0.261787061,0.254930324,0.248244688,0.249831723,0.242418746,0.202258012,0.196313092,0.180200868,0.151719579,0.144296457,0.142297959,0.138894893,0.132137853,0.130332435,0.136306635,0.144973577,0.153031087,0.160536644,0.16178079,0.168536201,0.174894162,0.180874539,0.186487238,0.19173501,0.19662329,0.196368241,0.196019406,0.196039368,0.208377669,0.215246172,0.205655527,0.200528689,0.195495824,0.190507124,0.185536022,0.166518342,0.143983453,0.13999965,0.136089324,0.132266472,0.128538504,0.124901952,0.121350498,0.114928709,0.128784843,0.111152917,0.10791692,0.104780698,0.101758022,0.098855647,0.096072277,0.093401597,0.090840713,,
Mauritius,MUS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.132205765,0.129935218,0.126589146,0.123577333,0.122177955,0.115762871,0.119910654,0.125248462,0.123091315,0.121065375,0.119156846,0.117363591,0.115631132,0.113889768,0.110986547,0.110313544,0.108532971,0.107123843,0.105275569,0.10351549,0.101992734,0.100753536,0.099831185,0.098792655,0.097988492,0.097242211,0.096517457,0.095855312,0.094172707,0.092559798,0.090631675,0.088524871,0.085659037,0.083569515,0.081963051,0.080247197,0.078377823,0.078419815,0.075727473,0.075829512,0.076068703,0.073882159,0.072525281,0.071252896,0.069203927,0.067261158,0.065342078,0.064302427,0.064131907,0.063979527,0.062280223,0.060515239,0.059587511,0.059479719,0.059401,0.059360192,0.059306681,0.05927434,,
Malawi,MWI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.346874051,0.364673837,0.368589654,0.371990227,0.411177846,0.412693996,0.390763635,0.40318724,0.403736461,0.382670714,0.40380262,0.403343231,0.402484172,0.391589498,0.371415975,0.360642831,0.349775462,0.347642408,0.337421621,0.303978892,0.311896675,0.319830155,0.296827331,0.294345142,0.282047821,0.280444903,0.264090778,0.248938076,0.24240907,0.239247194,0.244782462,0.23745676,0.236861035,0.215479758,0.233634939,0.239454451,0.238677295,0.246390731,0.248748771,0.246664402,0.249300188,0.243305617,0.249996188,0.243866018,0.253446275,0.254360882,0.224857081,0.251313038,0.247732171,0.25447727,0.240607647,0.233826816,0.227282958,0.22100058,0.214985633,0.209238423,0.203732919,0.198421283,,
Malaysia,MYS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.089659783,0.089498371,0.089245448,0.087641578,0.081177273,0.079379307,0.07850436,0.084026163,0.082368705,0.088022813,0.08748346,0.088926648,0.08763234,0.084614722,0.086755764,0.083298259,0.083480365,0.071524952,0.080394293,0.074440716,0.073141758,0.068742673,0.06683388,0.062605399,0.060757396,0.055778779,0.054557546,0.053564494,0.051782875,0.051614481,0.050567116,0.048756332,0.046979967,0.046447235,0.043977812,0.042445341,0.041214518,0.039552971,0.038704764,0.037453245,0.036989993,0.039965481,0.03831114,0.037581409,0.036955519,0.033974565,0.030957659,0.0319577,0.030466877,0.030285704,0.0302119,0.029874582,0.027238864,0.026919698,0.02726408,0.026918995,0.026555511,0.026198907,,
North America,NAC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.075407596,1.043039767,1.041202629,1.020299352,1.004108281,0.987429094,0.970842611,0.99035363,1.01751572,1.003560908,0.987071741,0.974443739,0.963352061,0.952225033,0.942965186,0.934214461,0.926194276,0.92655973,0.917616559,0.909672525,0.901676614,0.889840023,0.882448339,0.875538775,0.868549322,0.861255517,0.845512791,0.837354187,0.828533542,0.8185473,0.807584234,0.790844557,0.775861655,0.763559216,0.754124466,0.735846323,0.722447,0.711593157,0.699061721,0.691379048,0.684533409,0.669467531,0.655698188,0.641807509,0.628040297,0.614196716,0.600458812,0.589528904,0.579080628,0.569031504,0.559694703,0.55223895,0.550490746,0.54856651,0.546769976,0.544811664,0.542518997,0.539675136,,
