Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia (excluding high income),ECA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.685985693,0.677410486,0.673085591,0.669930814,0.661450145,0.662752173,0.655407011,0.651293657,0.643201138,0.639300875,0.635766227,0.630981308,0.628588817,0.626349769,0.616728016,0.610288901,0.609327171,0.606648251,0.604599018,0.599994756,0.596523731,0.593750161,0.590563275,0.58732313,0.582864713,0.578908114,0.575874757,,
Europe & Central Asia,ECS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442131591,0.434394566,0.431023669,0.427408023,0.423452211,0.423519062,0.419414259,0.416342576,0.411158244,0.405560124,0.40211962,0.397813299,0.396363166,0.393918456,0.390653922,0.385158716,0.384142954,0.38220961,0.379566271,0.378020921,0.376948131,0.373953172,0.372158471,0.370010762,0.367738296,0.365974686,0.363726912,,
Ecuador,ECU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.364770176,0.354529262,0.345524977,0.335699063,0.327041674,0.317626532,0.309351795,0.299539146,0.291754476,0.284213778,0.276914266,0.269855073,0.263044911,0.257670171,0.24591344,0.23372957,0.223464807,0.21233503,0.202978543,0.193011096,0.195177934,0.184555466,0.18087808,0.178097652,0.175378608,0.172720289,0.169705794,0.166571405,0.158428803,0.156779476,0.156982933,0.152387088,0.143137867,0.144628849,0.137404787,0.137313235,0.134627937,0.131328171,0.129399284,0.127433509,0.116147076,0.103473475,0.097160156,0.09392199,0.09373753,0.087699464,0.083586576,0.085031791,0.081180896,0.079034774,0.075814007,0.074182025,0.076014773,0.060808063,0.065877039,0.059183381,0.061541739,0.056660013,,
"Egypt, Arab Rep.",EGY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.091316896,0.086545876,0.083577569,0.081700463,0.084842045,0.085890089,0.084039103,0.081716808,0.080853032,0.078953809,0.077452632,0.075479182,0.073800936,0.071788206,0.069807017,0.065850334,0.06196443,0.058024416,0.054510058,0.052783409,0.051959327,0.05009388,0.04846615,0.047432236,0.04679374,0.04580814,0.044007028,0.04325904,0.041906467,0.040688006,0.039477887,0.044578526,0.043689902,0.04276333,0.045192012,0.042616202,0.042823591,0.042199533,0.044345313,0.040693542,0.040782487,0.041071528,0.039903275,0.039974614,0.033936423,0.033886765,0.03277426,0.033175917,0.035545788,0.034714316,0.03321927,0.032734629,0.030631533,0.029197674,0.03100171,0.029506107,0.030183437,0.029575922,,
Euro area,EMU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.291886788,0.288798553,0.285535943,0.279764066,0.275912014,0.269917198,0.266769665,0.262752732,0.260995335,0.25630862,0.246638849,0.243951036,0.240725247,0.239324658,0.23753218,0.235427757,0.234554346,0.234484481,0.233271107,0.231459753,0.23062921,0.230106011,0.228102044,0.228455018,0.227815521,0.227564458,0.227180296,0.225319966,0.224169164,0.222707853,0.219645497,0.229698446,0.229264336,0.22708705,0.22179206,0.222439843,0.220906237,0.21908704,0.217992825,0.216379818,0.209205409,0.207331368,0.204787437,0.204624682,0.203481314,0.20008033,0.195361627,0.195451122,0.19367312,0.193427468,0.192547631,0.193838783,0.191457029,0.190119025,0.188928026,0.188009504,0.187515411,0.184854974,,
Eritrea,ERI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222457386,0.196985624,0.198709117,0.167997061,0.178116538,0.225703045,0.222578586,0.24428408,0.23665938,0.226516177,0.229529576,0.21986838,0.219340683,0.229592877,0.223591209,0.218755367,0.221159517,0.217635613,0.214687821,0.212300899,0.210272705,0.208368313,0.206412673,0.20435011,0.20217446,0.199837986,,
Spain,ESP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.528509967,0.525281493,0.517787031,0.503619279,0.499651189,0.480404758,0.481596718,0.473890511,0.480905895,0.464001704,0.477406676,0.47069065,0.458830613,0.449999979,0.442447683,0.433258106,0.428082684,0.424251818,0.418861063,0.414977769,0.412329568,0.409756097,0.408472022,0.408318585,0.404580126,0.403399033,0.402845406,0.401811451,0.39950794,0.394547378,0.391568361,0.38819966,0.38062804,0.374370011,0.353564151,0.362247521,0.356613358,0.340199061,0.333350872,0.330310711,0.319800936,0.31157409,0.308550051,0.303458177,0.295809089,0.286503786,0.278286307,0.271749384,0.269547151,0.268974552,0.2659025,0.268744473,0.261282459,0.264151614,0.264361383,0.265406668,0.262994547,0.253949194,,
Estonia,EST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727288856,0.713459623,0.648882677,0.608366501,0.624472836,0.634496458,0.639899117,0.61787715,0.603442413,0.487711753,0.444847211,0.397601261,0.381123628,0.436825303,0.415129083,0.447011964,0.447090323,0.446903931,0.484425168,0.476406072,0.46911762,0.48406787,0.497510545,0.513149162,0.528959788,0.5192108,0.520432655,,
Ethiopia,ETH,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.485197228,0.493467552,0.488729965,0.476738748,0.479538479,0.470729736,0.462326392,0.454640161,0.453120064,0.440963038,0.436601347,0.43130907,0.418859369,0.408017826,0.399178858,0.392415502,0.388060484,0.384193344,0.379989379,0.369930848,0.355708401,0.340584301,0.325095151,0.304766967,0.291497526,0.276416242,0.260793878,0.248004763,0.235562056,0.224482762,0.214674565,0.20710339,0.187632905,0.179989512,0.174239524,0.168587037,0.16310407,0.159180328,0.155417042,0.151000813,0.145370951,0.140472005,0.151419039,0.166542052,0.167958347,0.170673152,0.174008235,0.164093315,0.163643764,0.166191309,0.168551277,0.165496597,0.162193965,0.158989928,0.155907466,0.152948558,0.150086571,0.148199473,,
European Union,EUU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.347734687,0.343590992,0.338834997,0.333164648,0.328105033,0.322375925,0.318410821,0.31416374,0.311474951,0.306932085,0.298507112,0.295216919,0.291699718,0.289694002,0.287302273,0.284882552,0.283367154,0.282664387,0.280977679,0.278798256,0.277359292,0.27641487,0.274448994,0.274642221,0.273865436,0.273308778,0.272806409,0.271058012,0.268121561,0.266817673,0.264096203,0.269943616,0.269826191,0.267539568,0.263295179,0.263488805,0.262661941,0.259828511,0.258830951,0.256437993,0.250243903,0.247372513,0.244302631,0.243009563,0.241136622,0.238747384,0.232986233,0.233820241,0.232818203,0.230332647,0.230281687,0.230364807,0.22667521,0.225866272,0.22474485,0.223429869,0.222985145,0.221392269,,
Fragile and conflict affected situations,FCS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.555698946,0.550993059,0.551606527,0.545280343,0.544671979,0.51968401,0.518404827,0.509027397,0.523658648,0.496094467,0.479335493,0.451882166,0.45737623,0.42840753,0.412894968,0.404396646,0.375486792,0.360698069,0.349864247,0.348126987,0.328182364,0.323712588,0.315623961,0.317225011,0.316025475,0.322365543,0.313498172,0.307044376,0.297909566,0.293100743,0.292678437,0.283422926,0.276874128,0.269818723,0.268902886,0.266241553,0.26115929,0.257155886,0.253157468,0.246110875,0.239144966,0.236760094,0.237234509,0.232527869,0.232821407,0.228835507,0.227119682,0.220674219,0.209761832,0.209037849,0.225010471,0.228023249,0.223969375,0.219869941,0.21508734,0.210924942,0.207238784,0.2029154,,
Finland,FIN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.597331767,0.596489814,0.595913302,0.595707241,0.596113006,0.596699011,0.595430402,0.593346675,0.564797022,0.55862538,0.553476012,0.530793548,0.521444013,0.521343443,0.520392916,0.520963826,0.51037139,0.507119579,0.503600444,0.495654912,0.490149509,0.481610165,0.476009347,0.469027529,0.464035987,0.459440676,0.462113374,0.454141035,0.455384982,0.455014819,0.458679549,0.453074896,0.449151052,0.451955483,0.419653118,0.414356474,0.413554132,0.4205299,0.421471485,0.422722498,0.422763419,0.424008931,0.424667956,0.424756492,0.426317017,0.429241353,0.426700601,0.425170404,0.422992052,0.420408729,0.417666369,0.415425203,0.408919185,0.408458317,0.409213854,0.408712677,0.407028485,0.406851569,,
Fiji,FJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.218542201,0.211064024,0.197110724,0.1908829,0.174584016,0.170025546,0.161894203,0.134283607,0.131447809,0.128707298,0.126029397,0.128950728,0.126321184,0.123802214,0.130066976,0.136156076,0.142069434,0.147690369,0.144791372,0.141662679,0.145922167,0.149637652,0.153173537,0.157035624,0.168593787,0.166981613,0.180111281,0.193657978,0.207010193,0.219606767,0.232527149,0.241782745,0.238422596,0.235107568,0.232129869,0.229477976,0.22706172,0.212460695,0.210839115,0.209614913,0.208864966,0.208523202,0.208313421,0.207858519,0.206911829,0.205346498,0.202108385,0.199915775,0.196336612,0.191901523,0.191093646,0.190737112,0.190618783,0.190432883,0.189953858,0.189132124,0.18804276,0.186759329,,
France,FRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.415025015,0.4076829,0.400451816,0.387523325,0.377293204,0.36683691,0.355996445,0.343504169,0.340658952,0.335214689,0.325674434,0.322522897,0.321306613,0.322397452,0.321389825,0.31595333,0.316976798,0.317286669,0.316859354,0.316742598,0.316180987,0.316786357,0.31538396,0.316111732,0.316355025,0.315886693,0.317035993,0.309108009,0.305658253,0.305393343,0.304499836,0.303254567,0.305105552,0.305023665,0.305215298,0.304670411,0.304680204,0.304355059,0.303373532,0.30132403,0.299000454,0.297248134,0.294880479,0.292927661,0.290879825,0.288252175,0.285649449,0.283785724,0.282136247,0.281430143,0.279669728,0.278430579,0.277364617,0.276467027,0.277673626,0.275101723,0.275925184,0.27013232,,
Faroe Islands,FRO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.085533444,0.084457082,0.083414431,0.082397209,0.081426594,0.080465628,0.079565044,0.078676143,0.07780083,0.076907301,0.076034063,0.075159714,0.074266617,0.073444806,0.072653298,0.071901064,0.071203095,0.07052352,0.069863301,0.069221717,0.068610635,0.068025668,0.067441495,0.066822586,0.066184257,0.065485026,0.064738886,0.064057395,0.06361458,0.063457145,0.063663179,0.064176614,0.06482702,0.065433607,0.065753425,0.065754866,0.065517919,0.065084393,0.06461618,0.064187599,0.063831145,0.063512226,0.063239107,0.06302521,0.062852234,0.062770699,0.062728698,0.062732634,0.06274313,0.062757568,0.062741817,0.062705098,0.062629173,0.062545606,0.062428467,0.062275549,0.062078384,0.061859496,,
"Micronesia, Fed. Sts.",FSM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025309023,0.024658237,0.024061366,0.023578233,0.023248245,0.023081681,0.02304721,0.023104079,0.023197766,0.023276384,0.023327424,0.023358592,0.023385905,0.023446879,0.023554906,0.023725018,0.02393673,0.024143159,0.019422944,0.019433324,0.019333385,0.019137657,0.018881819,0.018614348,0.018367834,0.01814635,0.017943496,0.017755682,,
Gabon,GAB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.177938406,0.195585632,0.212530406,0.228618894,0.243739184,0.257770397,0.270731734,0.28280393,0.294298911,0.305438329,0.316346103,0.326954986,0.337125189,0.346599153,0.358280132,0.390082825,0.4036885,0.414693142,0.406327421,0.399264802,0.389421172,0.37961494,0.36987154,0.360196096,0.35061969,0.3411556,0.331856761,0.322770214,0.313949989,0.310692127,0.302320696,0.294242913,0.286472015,0.279025247,0.299552699,0.292018287,0.284755006,0.277763296,0.271046105,0.264580632,0.258344939,0.252268476,0.246222194,0.24006713,0.23372047,0.227249843,0.220703331,0.214021645,0.207148207,0.200105163,0.192920815,0.18574857,0.178859373,0.172523531,0.166864337,0.161862101,0.157399318,0.153354331,,
United Kingdom,GBR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.135890152,0.135887324,0.135601118,0.136185185,0.135037044,0.134020147,0.133027323,0.131801774,0.129198663,0.127588669,0.127593594,0.127108222,0.125901941,0.1256803,0.122168115,0.122642922,0.123163729,0.123424048,0.121411025,0.122846423,0.122608389,0.122758889,0.122468511,0.122682485,0.123606841,0.122438763,0.122090664,0.120959114,0.117420921,0.115638064,0.114358063,0.11382345,0.105529215,0.102150245,0.102311259,0.104836166,0.109196375,0.10691239,0.1008308,0.09977499,0.095585779,0.097455842,0.094873929,0.097002887,0.0948491,0.100153139,0.099229543,0.097157288,0.0971317,0.095114637,0.095828549,0.097519294,0.097701056,0.096490376,0.092311871,0.091843685,0.09208272,0.090847971,,
Georgia,GEO,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163127116,0.161878194,0.164389476,0.165531562,0.173876299,0.180463379,0.186633682,0.190032118,0.194499514,0.198038399,0.200828701,0.20294878,0.115090621,0.120436575,0.119061517,0.119943277,0.119268828,0.113516633,0.1043126,0.100467437,0.099225664,0.111817408,0.098133738,0.098704096,0.092286932,0.086909778,0.083455229,,
Ghana,GHA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.248237115,0.240385771,0.232872757,0.225929534,0.219653482,0.214067563,0.209030023,0.20428339,0.199530095,0.194608364,0.189452046,0.184189199,0.179068909,0.174375106,0.180253328,0.176485053,0.173152627,0.179410053,0.175839341,0.171850647,0.16742615,0.179843362,0.174511963,0.18539926,0.187740293,0.182303787,0.18447433,0.18641939,0.181141637,0.182762467,0.184121373,0.178875506,0.173840095,0.169065005,0.176324778,0.183249779,0.201016507,0.207003709,0.204652588,0.20488774,0.205497524,0.206506093,0.201683753,0.188037717,0.183363032,0.187675468,0.187250048,0.190970637,0.190311152,0.186443582,0.185916707,0.180793888,0.176640988,0.172638743,0.168766051,0.165016809,0.161392985,0.157892396,,
Gibraltar,GIB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.99097202,0.9744068,0.951652253,0.929090407,0.90696005,0.884707886,0.862715127,0.841255404,0.820643191,0.801279351,0.782608613,0.764704895,0.74747146,0.731007701,0.714723391,0.698800831,0.68310246,0.667322931,0.651334211,0.634513859,0.617152907,0.599361089,0.581086156,0.562484499,0.54325613,0.523677395,0.504022962,0.48491563,0.466479016,0.449129935,0.43290401,0.417657331,0.403353781,0.389486464,0.376085114,0.350626532,0.326282542,0.303405314,0.273130931,0.26077771,0.261373241,0.278357625,0.282757063,0.28569095,0.300891863,0.295463158,0.294174535,0.292643978,0.286016216,0.284532202,0.278298681,0.281636405,0.284591108,0.278002721,0.271166372,0.264089741,0.256887996,0.249712187,,
"Gambia, The",GMB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.324888034,0.321148976,0.317308809,0.313121825,0.308445484,0.303265155,0.30003141,0.291844319,0.288102689,0.279928683,0.278180989,0.280246292,0.28181338,0.324892499,0.30371214,0.292214195,0.294752538,0.296711034,0.269144089,0.249508829,0.275251262,0.297886334,0.261354645,0.232882451,0.223606791,0.223727502,0.221417045,0.227834768,0.197677886,0.195689597,0.19744709,0.157667916,0.15176352,0.164500891,0.163923241,0.16321748,0.170759053,0.161534709,0.187923121,0.212490172,0.220576882,0.199392849,0.206907254,0.207146695,0.210526998,0.184109526,0.184773448,0.220211119,0.245937859,0.250948166,0.243487784,0.230968704,0.2240659,0.21738733,0.210944167,0.204733628,0.198744297,0.192974669,,
Guinea-Bissau,GNB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.377356067,0.373681976,0.370074078,0.366145701,0.361652521,0.356601993,0.366085263,0.360065899,0.353838133,0.347548788,0.341055099,0.334463684,0.335040701,0.336559021,0.332904691,0.33099044,0.330425588,0.330252274,0.329148628,0.326221283,0.323757502,0.333167983,0.337263253,0.334791536,0.332506653,0.28010263,0.262940219,0.24650446,0.251629827,0.256340584,0.250621039,0.245013245,0.2587642,0.262579184,0.257152041,0.243060401,0.238409543,0.225230688,0.23786607,0.24972842,0.244477856,0.223204677,0.210395567,0.213172216,0.208189119,0.203254688,0.198364204,0.19351236,0.188689417,0.197031005,0.191939071,0.186918101,0.18201023,0.177259602,0.172690992,0.168309177,0.164100679,0.160059414,,
Equatorial Guinea,GNQ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.425061634,0.438564711,0.45111934,0.447128034,0.437936126,0.440907776,0.428396153,0.41747936,0.411184211,0.411203148,0.434997925,0.449037678,0.468205261,0.489159474,0.508193645,0.524259081,0.53683515,0.54238759,0.537241143,0.52014356,0.491735068,0.456720466,0.421793075,0.392092992,0.369196515,0.35228061,0.339445972,0.329136422,0.319708819,0.310123381,0.300339152,0.290652829,0.280997845,0.271342666,0.261691574,0.252014175,0.242329796,0.232768006,0.223457925,0.214457752,0.20580627,0.197451958,0.189319469,0.181323916,0.173442718,0.165711911,0.158211288,0.151015463,0.133098341,0.12716714,0.121597672,0.116370294,0.111481477,0.106925855,0.102689173,0.098750721,0.09508656,0.091675414,,
Greece,GRC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.332696281,0.338887434,0.360511225,0.352626172,0.349810937,0.347703895,0.347762482,0.349282929,0.343905296,0.342325305,0.338691859,0.335822356,0.331164914,0.328943625,0.321448828,0.314317899,0.30810619,0.309969534,0.306757526,0.301062846,0.300636733,0.299095573,0.294517097,0.295276754,0.290911287,0.288847043,0.286982925,0.285245078,0.28673379,0.284305103,0.277812043,0.275409482,0.271404146,0.269763249,0.267085697,0.264874444,0.261601374,0.259689162,0.256650949,0.253659884,0.250411245,0.249219824,0.248168249,0.239978655,0.240186091,0.234475056,0.232339799,0.23073088,0.229314496,0.230817489,0.229808484,0.229968082,0.228905764,0.204178817,0.200630577,0.198589992,0.198797193,0.199070483,,
Grenada,GRD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.05475012,0.054065159,0.053528033,0.053122543,0.052835133,0.05266706,0.052624932,0.052670944,0.05278549,0.052923494,0.053071796,0.042560436,0.04270721,0.04292306,0.043246048,0.043730663,0.044336559,0.033668522,0.033858899,0.03369575,0.033108928,0.032212344,0.031243491,0.030465513,0.030014107,0.0299452,0.020115665,0.020381958,0.020633021,0.020762395,0.020733553,0.020584391,0.02035955,0.020131864,0.009971482,0.009900696,0.009845718,0.009801711,0.00976286,0.009724127,0.019371961,0.019298313,0.019230215,0.019167002,0.019109863,0.019058873,0.01901448,0.018965076,0.028358872,0.028241408,0.02809357,0.027919443,0.027733609,0.027548209,0.027371514,0.027207676,0.027057741,0.026918142,,
Greenland,GRL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518797,0.007476636,0.007393715,0.00729927,0.007233273,0.008992806,0.009009009,0.01084991,0.010869565,0.010810811,0.010752688,0.012522361,0.0125,0.012477718,0.012477718,0.014234875,0.014196983,0.015898532,0.01585484,0.015814166,0.0158075,0.015852327,0.015913712,0.015977844,0.015979262,0.015815833,0.015820004,0.015842281,0.015933998,0.01598721,0.016038778,,,,,
Guatemala,GTM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.258707202,0.251221622,0.243986617,0.237028354,0.230367264,0.223996546,0.219913679,0.214116447,0.206763031,0.20164258,0.196795349,0.195675604,0.196297119,0.195185426,0.190828769,0.191388079,0.194926697,0.190493055,0.185847,0.184315853,0.180309215,0.178997827,0.174202371,0.169494553,0.164890207,0.160396381,0.156016613,0.151756919,0.147626702,0.143644584,0.13983285,0.136210447,0.13523149,0.134893851,0.131722386,0.12916461,0.126988694,0.12492967,0.122888375,0.120364863,0.118350024,0.117307914,0.156097291,0.126161991,0.108122369,0.113975811,0.116939824,0.09643869,0.090037349,0.083878419,0.077927131,0.072193491,0.066651241,0.061007495,0.055372056,0.054461516,0.053582247,0.052731549,,
Guam,GUM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.029383677,0.028733568,0.028054819,0.027379632,0.026727963,0.026105912,0.0255063,0.024933925,0.024378352,0.023845007,0.023329328,0.022836264,0.02235661,0.021887106,0.021424516,0.020968757,0.020517661,0.020074476,0.019639227,0.019206023,0.018782517,0.018365304,0.017952838,0.017551096,0.01715619,0.016774583,0.016403796,0.016041837,0.015683199,0.01532802,0.014975328,0.014631327,0.014304821,0.014005014,0.013740133,0.013507946,0.013306454,0.013134219,0.012990809,0.012876393,0.012788133,0.012724832,0.012680459,0.012650701,0.012625784,0.012606446,0.006295326,0.006287845,0.006280145,0.006271991,0.006262133,0.006250391,0.006233831,0.00621091,0.006178522,0.006136927,0.006087131,0.006032455,,
Guyana,GUY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.593951201,0.577285308,0.562176748,0.548731255,0.536920988,0.534221797,0.525255933,0.517384106,0.510245881,0.510689005,0.504424928,0.498650182,0.495952235,0.490617283,0.48803575,0.52115035,0.553497791,0.585616936,0.618351912,0.615263929,0.614019603,0.614400786,0.616211761,0.619181468,0.62302142,0.627904878,0.633704358,0.63945348,0.64379323,0.645763656,0.644747924,0.641200327,0.63648575,0.632497734,0.630502116,0.630913997,0.633266269,0.636792265,0.640276599,0.60263714,0.603859872,0.604197967,0.603911738,0.603429896,0.562884973,0.562749972,0.562642921,0.562388276,0.561709094,0.560425924,0.558489101,0.556005655,0.553154893,0.550191191,0.547279046,0.544490726,0.541783086,0.539147915,,
High income,HIC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.486709471,0.477142871,0.473963286,0.466533299,0.460590072,0.454748029,0.448492723,0.453777804,0.456648665,0.448923896,0.438023129,0.432593514,0.424751761,0.419910349,0.41430821,0.411628235,0.408909328,0.4104685,0.407510074,0.404617605,0.401758227,0.398929949,0.395665144,0.396277031,0.393020427,0.390333308,0.384264013,0.37954161,0.37581307,0.371864972,0.367789874,0.36337465,0.358161423,0.354389339,0.348547558,0.345685412,0.343499397,0.340533767,0.337755598,0.335123374,0.331140256,0.324236485,0.318103066,0.31617205,0.311759886,0.304730591,0.297318689,0.294804388,0.293779971,0.287410165,0.29013752,0.287645987,0.285154934,0.284868156,0.282665704,0.280505183,0.280092471,0.27839062,,
"Hong Kong SAR, China",HKG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.004103406,0.003933196,0.00380017,0.003424071,0.003335279,0.003305876,0.00322338,0.003155653,0.00310567,0.003031068,0.002719205,0.002667572,0.002593361,0.002512678,0.002017214,0.001992032,0.001745315,0.00171398,0.001622817,0.001382552,0.001350465,0.001329661,0.001309611,0.001296801,0.001282944,0.00126706,0.001254368,0.00124387,0.001055186,0.001051801,0.001043115,0.001034394,0.001016777,0.000994135,0.000974643,0.000932328,0.000770499,0.000764094,0.00075683,0.000750188,0.000744679,0.000741389,0.000742854,0.000737083,0.00073387,0.000583337,0.000578344,0.000574894,0.000573658,0.000498277,0.000494937,0.00043356,0.000431821,0.000428799,0.000425164,0.000408909,0.000419389,0.000402631,,
Honduras,HND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.617723562,0.605386408,0.590965358,0.57586608,0.561806134,0.548284437,0.534906038,0.520165594,0.503504245,0.489573195,0.47639044,0.474653569,0.464132776,0.452399203,0.44810881,0.442305711,0.44827869,0.434920659,0.41887917,0.403450096,0.390464133,0.377431634,0.363899484,0.352358104,0.339860603,0.3290048,0.317245892,0.305963858,0.300330488,0.295037517,0.292629694,0.288864309,0.311989287,0.297352535,0.280258749,0.272349048,0.251418197,0.24435708,0.229477548,0.162445566,0.158177417,0.154128857,0.150288694,0.144172288,0.14076988,0.137537258,0.134468504,0.127553657,0.125141398,0.122633489,0.120273516,0.118046101,0.115928535,0.113895483,0.111929194,0.110022939,0.108176717,0.106388272,,
Heavily indebted poor countries (HIPC),HPC,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.560507807,0.551698774,0.548759817,0.539613868,0.53105327,0.52016127,0.509450681,0.503987026,0.494742462,0.482863486,0.474506356,0.465228052,0.452880444,0.438910501,0.430735647,0.423032746,0.412679116,0.407903546,0.398543921,0.389434905,0.378962121,0.371385775,0.364283012,0.356638157,0.35233694,0.343911177,0.334184239,0.327181693,0.319455255,0.314590134,0.308675244,0.302719061,0.296187674,0.287559576,0.284428956,0.282457534,0.277414681,0.271281357,0.266406993,0.258421479,0.254227403,0.251213571,0.252715107,0.248506711,0.246522611,0.240814511,0.238605075,0.23966329,0.237313829,0.234150113,0.249507863,0.254054355,0.250572683,0.244533431,0.238028266,0.232460542,0.22558514,0.220067006,,
Croatia,HRV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264870674,0.23084633,0.237316059,0.241773322,0.216365814,0.216762368,0.240284105,0.236670813,0.188438472,0.19838861,0.199434054,0.20077153,0.19676625,0.20254539,0.2043534,0.197669862,0.199712045,0.201687223,0.210549498,0.209478903,0.21239313,0.205936101,0.191794571,0.200708725,0.209373965,0.198083128,0.196680743,,
Haiti,HTI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.228313051,0.223926775,0.219632457,0.215433101,0.211330409,0.20730998,0.203375215,0.199564904,0.19592195,0.192462444,0.189187911,0.158765138,0.156141198,0.153486175,0.150748738,0.148315454,0.145430507,0.144336994,0.141299561,0.138220062,0.135103138,0.131974716,0.128891171,0.125914372,0.123081293,0.120397553,0.117847168,0.115414972,0.11308027,0.110828278,0.108656117,0.106564787,0.104548055,0.105231062,0.103298995,0.101428725,0.112069639,0.110096053,0.10818517,0.106335191,0.104544066,0.102808406,0.101122368,0.099479589,0.097876206,0.096310412,0.110580605,0.103663789,0.104748437,0.110560342,0.10494717,0.097552201,0.102877968,0.101431348,0.1000417,0.098708706,0.097428906,0.096195486,,
Hungary,HUN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.51788152,0.516014436,0.514970985,0.515126976,0.515277246,0.513329219,0.510443588,0.507711966,0.504916969,0.502325905,0.500022329,0.497860795,0.496163028,0.489468179,0.486503281,0.481946945,0.476238283,0.472258686,0.470565067,0.469325249,0.469666859,0.468822903,0.469621346,0.471218151,0.472921,0.474386872,0.475654687,0.476573038,0.481982011,0.487180051,0.487400467,0.457309679,0.458410761,0.459135358,0.465293473,0.46657831,0.468393815,0.469387536,0.470328292,0.450691712,0.452119327,0.453408577,0.453820663,0.454925654,0.456128715,0.456442371,0.456652791,0.456755741,0.457463844,0.43919899,0.440746122,0.443229793,0.436264452,0.438049361,0.439295713,0.440492141,0.441664795,0.44232742,,
IBRD only,IBD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.285412064,0.281486937,0.276397633,0.270885036,0.265457022,0.259983258,0.254716108,0.249759139,0.245167569,0.238943462,0.23386095,0.229627009,0.225804626,0.221840951,0.2172876,0.214415425,0.211714456,0.209071447,0.206710616,0.202596372,0.19967419,0.198228154,0.19655515,0.196345173,0.196079411,0.192430615,0.189004159,0.185101884,0.181767422,0.178593432,0.175605617,0.219679698,0.215211482,0.210964922,0.207280581,0.203669129,0.20134617,0.198558916,0.19598042,0.192856904,0.190396246,0.18797365,0.18662566,0.18529962,0.183453631,0.181640847,0.180065653,0.177950257,0.176452559,0.174944774,0.173431895,0.171800078,0.170324347,0.168375881,0.167394366,0.166440112,0.166459334,0.165073974,,
